web-scraper-order,web-scraper-start-url,Name,Units Sold,Price
1759721426-54,https://shopee.co.th/multyshopping#product_list,ซื้อ 2 จ่าย 1 ในราคา 179 บาท (คละสูตรได้) จนถึงวันที่ 22/10/25***Benice Glow & Perfume Collagen Body Serum 170ml. เซ,577 sold,179
1759721426-55,https://shopee.co.th/multyshopping#product_list,Jmella In France Body Lotion 500 ml. โลชั่นบำรุงผิวกาย,503 sold,199
1759721426-56,https://shopee.co.th/multyshopping#product_list,BIODANCE Hydro Cera nol Real Deep Mask 34 ML. (1ชิ้น/แผ่น),8 sold,189
1759721426-57,https://shopee.co.th/multyshopping#product_list,BIODANCE Radiant Vita Niacinamide Real Deep Mask 34 ML. (1แผ่น/ชิ้น),3 sold,189
1759721426-58,https://shopee.co.th/multyshopping#product_list,MediAnswer Collagen Mask 37 g.,6k+ sold,99
1759721426-59,https://shopee.co.th/multyshopping#product_list,MediHeal- Vitamed Brightening Pad 170 ml. โทนเนอร์แพด,2k+ sold,699
1759721426-60,https://shopee.co.th/multyshopping#product_list,MediHeal-Collagen Ampoule Pad 170 ml.,9k+ sold,609
1759721426-61,https://shopee.co.th/multyshopping#product_list,Dermedy Multi Vita Mask 25 ml.เดอร์มีดี มัลติ ไวต้า มาสก์,10 sold,19
1759721426-62,https://shopee.co.th/multyshopping#product_list,Jmella In France Body Wash 500 ml. เจลอาบน้ำ,474 sold,199
1759721426-63,https://shopee.co.th/multyshopping#product_list,Odbo Iconic Eyeshadow Palette 7 g.อายแชโดว์พาเลทตา,104 sold,249
1759721426-64,https://shopee.co.th/multyshopping#product_list,Skin1004 Madagascar Centella Ampoule 30ml. แอมพูลบำรุงผิวเข้มข้น,1k+ sold,299
1759721426-65,https://shopee.co.th/multyshopping#product_list,Jmella In France Hair Shampoo 500 ml. แชมพู,384 sold,188
1759721426-66,https://shopee.co.th/multyshopping#product_list,About Tone Blur Powder Pact 9g. แป้งเบลอผิว,1k+ sold,189
1759721426-67,https://shopee.co.th/multyshopping#product_list,Skin1004-Madagascar Centella Ampoule 55ml. เซรั่มสูตรอ่อนโยน,5k+ sold,459
1759721426-68,https://shopee.co.th/multyshopping#product_list,Gvana Bloomy Vender Balm 12g. ลิปบาล์มดอกไม้,44 sold,199
1759721426-69,https://shopee.co.th/multyshopping#product_list,Anua Heartleaf Succinic Moisture Cleansing Foam 150 ml.,742 sold,399
1759721426-70,https://shopee.co.th/multyshopping#product_list,Sasi SuperStar Glow Lip Tint 2 g.ทินท์ฉ่ำโกลว์ สีชัดติดทน,,99
1759721426-71,https://shopee.co.th/multyshopping#product_list,Nature Republic-Fresh Powdery Sun Stick SPF50+ PA++++ กันแดดแบบแท่ง เนื้อบางเบา,3k+ sold,450
1759721426-72,https://shopee.co.th/multyshopping#product_list,Rom&nd Juicy Roll Cheek 0.03 kg.บลัชน้ำกลิ้ง,227 sold,299
1759721426-73,https://shopee.co.th/multyshopping#product_list,Grrrbeauty PetLover Hydrocolloid Acne Patches 12 Pcs.,23 sold,99
1759721426-74,https://shopee.co.th/multyshopping#product_list,Gala Camille Catching Skin Loosen Concealer 2.5 g.คอนซีลเลอร์เนื้อบางเบา,1 sold,199
1759721426-75,https://shopee.co.th/multyshopping#product_list,Banobagi-Vita Genic Jelly Mask 30ml. บาโนบากิ ไวต้า จีนิค มาส์กเจลลี่,20k+ sold,49
1759721426-76,https://shopee.co.th/multyshopping#product_list,2P Original Oh My Tint Gloss 3 g.ลิปกลอสทิ้นต์อเนื้อฉ่ำวาว,1k+ sold,159
1759721426-77,https://shopee.co.th/multyshopping#product_list,2P Original Oh My Blush Biscuit Bare 5.2 g. 2in1 ครีมบลัชเนื้อละมุน,147 sold,219
1759721426-78,https://shopee.co.th/multyshopping#product_list,Withat Flawless Veil Concealer 5g.คอนซีลเลอร์,176 sold,169
1759721426-79,https://shopee.co.th/multyshopping#product_list,Srichand Skin Moisture Burst Gel Cream 10ml. ศรีจันทร์ เจลครีมล็อคผิว เติมความชุ่มชื่น,853 sold,1
1759721426-80,https://shopee.co.th/multyshopping#product_list,About Tone Blur pack 9g. แป้งอัดแข็งโปร่งแสงไม่ผสมรองพื้น,5k+ sold,189
1759721426-81,https://shopee.co.th/multyshopping#product_list,Gala Camille Blandy Tracie Lip 2.6 g.ลิปแบบ 2 IN 1 มีทั้งฝั่งลิปดินสอเขียนขอบปาก และฝั่งลิปจุ่ม,8k+ sold,209
1759721426-82,https://shopee.co.th/multyshopping#product_list,Needly Cica Chid Chilling Pad 200 g. นีดลี่โทนเนอร์แพด ลดสิว ผิวชุ่มฉ่ำ,6k+ sold,400
1759721426-83,https://shopee.co.th/multyshopping#product_list,4U2-Flower Blush บลัชดอกไม้ เนื้อละเอียดนุ่มละมุน,953 sold,199
1759721426-84,https://shopee.co.th/multyshopping#product_list,Daeng Gi Meo Ri Jingi Anti Hair Loss Shampoo/Treatment 300ml,1k+ sold,455
1759721426-85,https://shopee.co.th/multyshopping#product_list,ANUA Peach 77 Niacin Essence Toner 250ml. โทนเนอร์ผิวพีช,71 sold,650
1759721426-86,https://shopee.co.th/multyshopping#product_list,Rom&nd x Inapsquare Juicy Lasting Tint ลิปทินต์สีใหม่ 25 BARE GRAPE,685 sold,159
1759721426-87,https://shopee.co.th/multyshopping#product_list,2P ORIGINAL OH MY BLUSH DOT 3 g. บลัชออนสูตรน้ำ (สีเบอร์ 09-10 ไม่แถมพัฟ),3k+ sold,189
1759721426-88,https://shopee.co.th/multyshopping#product_list,4U2-Serum Tint Oil ลิปทินท์ปากฉ่ำเงา,944 sold,299
1759721426-89,https://shopee.co.th/multyshopping#product_list,Atopalm-Mle Lotion 120ml. โลชั่นบำรุงผิวหน้าและผิวกายสูตร,10k+ sold,400
1759721426-90,https://shopee.co.th/multyshopping#product_list,4U2 Super Slim 0.1 Eyeliner 0.5 g. อายไลเนอร์หัวเล็ก กรีดง่าย เหมาะกับมือใหม่,49 sold,69
1759721426-91,https://shopee.co.th/multyshopping#product_list,La Glace Baebie Vibes Cream Blush 3.8 g. ครีมบลัชลากลาส,1k+ sold,289
1759721426-92,https://shopee.co.th/multyshopping#product_list,Rom&nd-Bare Water Cushion คุชชั่นเนื้อบางเบา สูตรผิวฉ่ำโกลว์ ผิวชุ่มชื้น,3k+ sold,450
1759721426-93,https://shopee.co.th/multyshopping#product_list,Rom&nd-Better than palette #00 Light & Glitter garden โรแมนด์ อายแชโดวกลิตเตอร์,446 sold,590
1759721426-94,https://shopee.co.th/multyshopping#product_list,Torriden DiveIn Low Molecule Hyaluronic Acid Mask Pack 27ml. (1แผ่น) แผ่นมาร์คหน้า,2k+ sold,69
1759721426-95,https://shopee.co.th/multyshopping#product_list,Rom&nd-Better Than Finish 12g.โรแมนด์ แป้งอัดแข็ง เนื้อละเอียด บางเบา,4k+ sold,295
1759721426-96,https://shopee.co.th/multyshopping#product_list,Skintific Peptide Nourishing Lip Serum 6.5 ml. ลิปบำรุงปาก,138 sold,299
1759721426-97,https://shopee.co.th/multyshopping#product_list,ซื้อ 2 จ่าย 1 ในราคา 169 บาท (คละสูตรได้) จนถึงวันที่ 22/10/25***Benice Glow & Moist Shea Butter Collagen Body Lotion,343 sold,169
1759721426-98,https://shopee.co.th/multyshopping#product_list,MediHeal-Madecassoside Blemish Pad 170 ml. แผ่นบำรุงผิวเฉพาะจุด สูตรเคลียร์รอยสิว,4k+ sold,699
1759721426-99,https://shopee.co.th/multyshopping#product_list,Mizumi Cicafuse Calming Mask 30 ml.มาร์กชีส 1 แผ่น,28 sold,59
1759721426-100,https://shopee.co.th/multyshopping#product_list,LA GLACE DAILY PADS TRAVEL SIZE | โทนเนอร์แพดลากลาสแบบพกพา มี2สูตร โทนเนอร์แพด ใช้ง่าย พกได้ทุกที่,123 sold,159
1759721426-101,https://shopee.co.th/multyshopping#product_list,Skin Editor Daily Uv Protection Sunscreen Spf50+Pa++++ 150 ml.โลชั่นกันแดด กันน้ำ กันเหงื่อ,2k+ sold,159
1759721426-102,https://shopee.co.th/multyshopping#product_list,Viva Makeup Remover Wipe Acne 20 Sheets ทิชชู่เปียกเช็ดเครื่องสำอาง,67 sold,39
1759721426-103,https://shopee.co.th/multyshopping#product_list,Jmella In France Disney Hair Shampoo 500 ml.,1k+ sold,188
1759721426-104,https://shopee.co.th/multyshopping#product_list,Daeng Gi Meo Ri Jinji Anti Hair Loss Scalp Tomic 100ml,229 sold,450
1759721426-105,https://shopee.co.th/multyshopping#product_list,Luna Jelly Eye Mask 90 g.แผ่นแปะตาไฮโดรเจล,1k+ sold,379
