web-scraper-order,web-scraper-start-url,Name,Units sold,Price
1759480126-100,https://shopee.com.my/ippuni#product_list,[CLEARANCE] Jan~April 2026 3W Clinic Wrinkle Dark Circle Hydrating Firming Eye Cream Black Pearl/Honey/Hyaluronic 40ml,5k+ sold,4.00
1759480126-101,https://shopee.com.my/ippuni#product_list,SEOUL 4PM Galactomyces Niacinamide Toner / Serum /Gel Cleanser / Cream/Soothing Gel/ Retinol/Snail Essence/Sun Stick,628 sold,24.21
1759480126-102,https://shopee.com.my/ippuni#product_list,[CLEARANCE] Exp 10 Jan 2026 3W CLINIC Intensive Dr.Kim Sun Mist SPF40 PA++ 50ml,41 sold,6.99
1759480126-103,https://shopee.com.my/ippuni#product_list,PRAMY Moisturizing Makeup Setting Spray White (Dewy Fnish)  30ml/ 100ml,15 sold,25.50
1759480126-104,https://shopee.com.my/ippuni#product_list,ILLIYOON  Ceramide Ato Soothing Gel 175ml,64 sold,64.90
1759480126-105,https://shopee.com.my/ippuni#product_list,SOMEBYMI Yuja Niacin Brightening Toner 150ml,217 sold,45.01
1759480126-106,https://shopee.com.my/ippuni#product_list,Anua Heartleaf 77% Soothing Toner MINI 40ml  [ Soothing+Acne Care+Sebum Care],9 sold,11.88
1759480126-107,https://shopee.com.my/ippuni#product_list,FOCALLURE FA18 Auto Brows Pen (3colours),5k+ sold,7.99
1759480126-108,https://shopee.com.my/ippuni#product_list,BEAUTY OF JOSEON Ginseng Cleansing Oil Makeup Remover 210ml,728 sold,64.33
1759480126-109,https://shopee.com.my/ippuni#product_list,JOY.RIA Fragrance Body Mist Perfume Spray For Women Floral Fruity Musky Scent 236ml,8 sold,58.00
1759480126-110,https://shopee.com.my/ippuni#product_list,[CLEARANCE] Exp 13 Feb 2026 FOCALLURE FA330 Essence Rich Lip Oil (Daily Lip Oil/Day and Night lip oil),1k+ sold,6.11
1759480126-111,https://shopee.com.my/ippuni#product_list,NATURE REPUBLIC Aloe Vera 92% Soothing Gel 300ml,707 sold,21.90
1759480126-112,https://shopee.com.my/ippuni#product_list,SKIN1004 Madagascar Centella Ampoule Foam 20ml/125ml,59 sold,63.50
1759480126-113,https://shopee.com.my/ippuni#product_list,SKIN1004 Hyalu-Cica Sun Serum /Poremizing Fresh Ampoule / Toning Toner/Cleansing Oil/Ampoule Foam /Ampoule,60 sold,34.30
1759480126-114,https://shopee.com.my/ippuni#product_list,PRAMY Moisturizing Makeup Setting Spray Black (Matte Finsih) 30ml/100ml,9 sold,25.50
1759480126-115,https://shopee.com.my/ippuni#product_list,PLYN Moonlit Glow Cushion Foundation [#03 Sand] Satin Finish Full Coverage Long Lasting Foundation,5 sold,59.90
